sinno_id,name,description,info,year,use_sector,bioeconomy_vision,innovation_type,article_checked,notes
13942001,,"Kombinationen av Biolaminas teknologi om cellodling -laminintekniken- och Spibers spindeltrådsprotein -silkesprotein- möjliggör ett biorelevant sätt att odla celler i 3D. ""Genom att koppla Biolaminas laminer till detta silkesprotein har 3D-ytan fått en biologisk funktion."" (Kemivärlden, 2019, nr. 4, p. 32)",,2019,731,1,501,1,not forest
13969001,Biodolomer,"Ett nytt nedbrytbart fossilfritt biomaterial. Materialet byggs på kalciumkarbonat och en bionedbrytbar polymer, PBAT.",,2019,25,,,,
13981001,,En elektrisk wakeboard som kan uppnå 60 kilometer per timme med ett egenutvecklat framdrivningssystem.,,2019,-101,9,999,1,not forest
13997001,,"Mjukvara ""som effektiviserar processen att framställa stora mängder träningsdata som har hög kvalitet och som är konsekvent. Det handlar bland annat om algoritmer som kan följa objekt på bilderna, vilket innebär att inte varje bildruta i en sekvens måste annoteras manuellt."" (Ny Teknik - 33-listan, 2019, nr. 21, p. 15)",,2019,341,9,601,1,not forest
14003001,,"Batteri med råvaror från skogen. "".....det aktiva materialet i den positiva elektroden består av kol och vedämnet lignin medan den negativa elektroden består av kol och en organisk polymer. Elektrolyten är vattenbaserad."" (Ny Teknik, 2019, nr. 45, p. 30)",,2021,32100,2;1,207;107;102;211;110,1,""".....det aktiva materialet i den positiva elektroden består av kol och vedämnet lignin medan den negativa elektroden består av kol och en organisk polymer. Elektrolyten är vattenbaserad."" 93187-00-00"
14576001,Wooduro,"En teknologi ""som ger ett extra tåligt toppskikt.""",,2019,45,9,999,1,
14577001,Raptor,"En kutter som är annorlunda än traditionella kuttrar. Den har inte ""skruvningen på periferin utan på sidan där skären monteras."" (NTT, 2019, nr. 1, p. 12)",,2019,201,9,213,1,good example bv9
14589001,,"Ett ny sätt för att mäta tryckkrafter ""med hjälp av optiska fibersensorer som egentligen används för att räta ut ljussignaler inom telekomsektorn. En fibertråd läggs runt lagret ytterring. Fibern förses med oregelbundenheter med jämna mellanrum. Dessa fungerar som mätpunkter runt lagret."" (Ny Teknik, 2019, nr. 15, p. 12,13)",,2019,211,9,601;602;162,1,good example bv9
14612001,,Konstgräsplan. Den är baserad på sockerrörsgranulat som är nedbrytbart.,,2019,751,9,114,1,not forest
14617001,,"En videotjänst för att ""spela in, analysera och dela en träning eller match."" (Ny Teknik - 33-listan, 2016, nr. 15, p. 10)",,2016,926,9,999,1,not forest
14636001,FiberSafe,Papperremmar (paper straps) som är helt nedbrytbara.,,2019,211,2,501;101;105;204,1,"""We are introducing FIberSafe straps, for example - a replacement for wire straps around our bales that can be thrown into the pulper, fully degradable and eliminating potential accidents which can arise from dewiring"" 106497-02-00"
14677001,,"Patenterat styrsystem för styrning av mesaugnar. Av medelvärdet av den brända kalken och rökgasernas temperaturer och differenstemperaturer kan det nu uppnås stabil drift, rätt kalkkvalitet och lägsta energiförbrukning.",,2012,21123,2,601;203,1,"""Styr man mesaugnen till rätt temperatur elimineras dammproblemt, den brända kalken får rätt kvalitet och energikostnaden sjunker."" 111046-03-00"
14751001,,"En teknik för att fritera potatis med hjälp av vattenånga istället för gasol. ""Vattnet värms till ånga med hjälp av träpellets i en extern byggnad. Via ett avancerat rörsystem leds ångan sedan vidare till de totalt åtta fritöserna...."" (Livsmedel i fokus, 2020, nr. 2, p. 34, 35)",,2020,15310,2,101;110;162,1,"""Tydigare använde vi gasolen för att värma upp fritösen men sedan trygt ett år tillbaka använda vi vattenånga istället … Vattnet värms till ång med hjälp av träpellets i en extern byggnad"" 111593-00-00 "
16067001,Timber Exchange,"En plattform som är utvecklad för att göra det möjligt för säljare att kontrollera och ha en överblick över produkten hela vägen till kunden. Plattformen kan göra processen kostnadseffektiv, och samtidigt generera inkomster med effektivare skeppning. Fler mindre och nischade jobb kan nu också vara möjligt i större utsträckning.",,2020,20,2;0,309;601,1,
16068001,,"En ny typ av träfiberisolering. Råvaran är restprodukter från pappersindustrin. Isoleringskivan är patenterad och råvaran har en viss mögelresistans och har hög bullerdämpning, energieffektivitet och brandklassning. Verksamheten i den nya anläggningen kommer också vara 100 % cirkulär.",,2020,45,,,,
16069001,Nexum,En mjukvaruplattform för indexering och integration av spårbar data. Syftet är att få en kostnadseffektiv och användarvänlig som är anpassad till sågverkens systemmiljö. Plattformen indexerar data från kritiska system på sågverket.,,2020,201,2;3,601;309;203;,1,"""När sågverkens fokus flyttas
från produktionshastighet till
produktvärde blir det nödvändigt
att skaffa sig en mer
målstyrd hanteringen av data.
Spårbarhet och sortering efter
kundens behov blir två avgörande
steg mot framtida lönsamhet
när kampen om råvaran blir allt
hårdare."" 147629-00-00"
16155001,,"En produkt som är baserad på network slicing, där en operatör kan skära upp nätverket i skivor. Ericssons lösning innebär att man medger nätverksskivning på radioaccessnätverk.",,2021,36500,9,999,1,not forest
16197001,Aida,En AI-modell som kan identifiera virkesstavar i bilder. Den kommer till användning som stöd för virkesmätare vid travmätning. Detta innebär att mätningen blir mer effektiv.,,2021,20,2,601;602,1,
16230001,,En förgasningsteknik där finfördelat biobränsle förgasas i en cyklonreaktor. Förgasaren ska producera förnybar syntesgas från träpellets. Målet är att ersätta fossil gasol som används i pappersbruk.,,2021,2112,2,110;101;211;206,1,"""Den ska producera
förnybar syntesgas från
träpellets, för att ersätta den fossila
gasol som används i pappersbruket
i dag."" 126484-00-00"
16239001,,"En skärvätskeutrustning för som består av två kompaktbandfilter, ett hydrostatfilter, och kompressorkylare. Det nya systemet gör föravskiljningen bättre, minskad pappersförbrukning och reducerad mängd spillvätska.",,2020,316,2;3,212;206;103,1,"""Det ger såväl ekonomiska som miljömässiga vinster. Andra positiva
effekter är en mycket högre reningsgrad, vilket innebär optimerad slipning,
högre produktionstakt och kortare tid för underhåll."" 146850-00-00"
16243001,,"Med federerad maskininlärning är det möjligt för företaget att träna ai-system på olika datakällor samtidigt, utan att kompromettera eller röja känslig och/eller reglerad information.",,2021,244,9,999,1,not forest
16266001,IRB 1300,"En ny, snabbare och kompaktare robot som passar bra i trånga utrymmen. En ökad lyftkapacitet på upp till 11 kg skapar 27 procent snabbare cykeltid och nära 60 procent lättare samt 83 procent mindre än tidigare robot IRB 1600. Den består även av 20 stycken input- och output-portar. Roboten finns tillgänglig i tre olika versioner - 11kg/0,9m, 10 kg/1,15m och 7kg/1,4m. Vidare är den utrustad med inträngningsskydd som även står emot fasta partiklar såväl som vattenintrång.",,2021,-100,9,999,1,not forest
16276001,Pevalen Pro,En mjukgörare för PVC som är 40% biobaserat av bland annat skogsprodukter. Det krävs mindre material och har god UV-beständighet.,,2019,-100,2,114;103,1,
16280001,,En ny typ av grundläggning som består av korslimmat trä som i kombination med isolerande fuktbrytande skikt skapar en rationell och klimatsmart grundläggningsmetod.,,2021,-101,2,211;101,1,"""Grundläggningelementens bärande delar är uppbyggda av korslimmat trä som i kombination med isolerande och fuktbrytande skikt skapar en rationell och klimatsmart grundläggningsmetod"" 127328-00-00 "
16287001,Golden Bullet 2.0,En lösning för att transportera temperaturkontrollerade varor från väg till järnväg med klimatpositiva konsekvenser. Man ansluter vagnar till loket med en tågvärmekabel.,,2021,02029,2,162;161;104,1,"""… eftersom den rymmer mer virke per meter"" 127345-00-00"
16332001,r:go,En teknik för fjärrstyrning av lastbilar. Tekniken effektiviserar arbetet med bl.a. timmerlastning och frigör upp till 50 procent av arbetstiden samt att den är kostnadseffektiv.,,2018,0202,,,,
16373001,Raptor,En produktionscell med robothantering. Man har även utvecklad en egen spånhanteringslösning som kan hantera alla spånstorlekar. Med produktionscellen kan man nu ta bättre betalt för spånen och producera flugfiskerullar obemannat i större utsträckning.,,2021,36400,1,103;206;204,1,"""Tack vare en smartare spånhantering
så får vi nu bättre betalt
för spånet, vi tar tillbaka all
kylvätska till maskinen, och vi
kan producera upp till 150 timmar
obemannat."" 146802-00-00"
